,teacher,available_time,available_day,subject,grade,priority,location
194015,t_9,8,38,math,g10,0,77
194026,t_9,9,38,math,g10,0,77
194037,t_9,10,38,math,g10,0,77
194048,t_9,8,39,math,g10,0,77
194059,t_9,9,39,math,g10,0,77
194070,t_9,10,39,math,g10,0,77
194081,t_9,8,40,math,g10,0,77
194092,t_9,9,40,math,g10,0,77
194103,t_9,10,40,math,g10,0,77
194114,t_9,8,41,math,g10,0,77
194125,t_9,9,41,math,g10,0,77
194136,t_9,10,41,math,g10,0,77
194147,t_9,5,7,math,g11,0,77
194158,t_9,6,7,math,g11,0,77
194169,t_9,7,7,math,g11,0,77
194180,t_9,8,7,math,g11,0,77
194191,t_9,9,7,math,g11,0,77
194202,t_9,10,7,math,g11,0,77
194213,t_9,7,9,math,g11,0,77
194224,t_9,8,9,math,g11,0,77
194235,t_9,9,9,math,g11,0,77
194246,t_9,10,9,math,g11,0,77
194257,t_9,9,10,math,g11,0,77
194268,t_9,10,10,math,g11,0,77
194279,t_9,5,11,math,g11,0,77
194290,t_9,6,11,math,g11,0,77
194301,t_9,7,11,math,g11,0,77
194312,t_9,8,11,math,g11,0,77
194323,t_9,9,11,math,g11,0,77
194334,t_9,10,11,math,g11,0,77
194345,t_9,9,13,math,g11,0,77
194356,t_9,10,13,math,g11,0,77
194367,t_9,5,14,math,g11,0,77
194378,t_9,6,14,math,g11,0,77
194389,t_9,7,14,math,g11,0,77
194400,t_9,8,14,math,g11,0,77
194411,t_9,9,14,math,g11,0,77
194422,t_9,10,14,math,g11,0,77
194433,t_9,5,16,math,g11,0,77
194444,t_9,6,16,math,g11,0,77
194455,t_9,7,16,math,g11,0,77
194466,t_9,8,16,math,g11,0,77
194477,t_9,9,16,math,g11,0,77
194488,t_9,10,16,math,g11,0,77
194499,t_9,5,17,math,g11,0,77
194510,t_9,6,17,math,g11,0,77
194521,t_9,7,17,math,g11,0,77
194532,t_9,8,17,math,g11,0,77
194543,t_9,9,17,math,g11,0,77
194554,t_9,10,17,math,g11,0,77
194565,t_9,5,22,math,g11,0,77
194576,t_9,6,22,math,g11,0,77
194587,t_9,7,22,math,g11,0,77
194598,t_9,8,22,math,g11,0,77
194609,t_9,5,23,math,g11,0,77
194620,t_9,6,23,math,g11,0,77
194631,t_9,7,23,math,g11,0,77
194642,t_9,8,23,math,g11,0,77
194653,t_9,9,23,math,g11,0,77
194664,t_9,10,23,math,g11,0,77
194675,t_9,5,24,math,g11,0,77
194686,t_9,6,24,math,g11,0,77
194697,t_9,7,24,math,g11,0,77
194708,t_9,8,24,math,g11,0,77
194719,t_9,9,24,math,g11,0,77
194730,t_9,10,24,math,g11,0,77
194741,t_9,5,32,math,g11,0,77
194752,t_9,6,32,math,g11,0,77
194763,t_9,7,32,math,g11,0,77
194774,t_9,8,32,math,g11,0,77
194785,t_9,9,32,math,g11,0,77
194796,t_9,10,32,math,g11,0,77
194807,t_9,5,33,math,g11,0,77
194818,t_9,6,33,math,g11,0,77
194829,t_9,7,33,math,g11,0,77
194840,t_9,8,33,math,g11,0,77
194851,t_9,9,33,math,g11,0,77
194862,t_9,10,33,math,g11,0,77
194873,t_9,5,34,math,g11,0,77
194884,t_9,6,34,math,g11,0,77
194895,t_9,7,34,math,g11,0,77
194906,t_9,8,34,math,g11,0,77
194917,t_9,9,34,math,g11,0,77
194928,t_9,10,34,math,g11,0,77
194939,t_9,5,35,math,g11,0,77
194950,t_9,6,35,math,g11,0,77
194961,t_9,7,35,math,g11,0,77
194972,t_9,8,35,math,g11,0,77
194983,t_9,9,35,math,g11,0,77
194994,t_9,10,35,math,g11,0,77
195005,t_9,5,37,math,g11,0,77
195016,t_9,6,37,math,g11,0,77
195027,t_9,7,37,math,g11,0,77
195038,t_9,8,37,math,g11,0,77
195049,t_9,9,37,math,g11,0,77
195060,t_9,10,37,math,g11,0,77
195071,t_9,8,38,math,g11,0,77
195082,t_9,9,38,math,g11,0,77
195093,t_9,10,38,math,g11,0,77
195104,t_9,8,39,math,g11,0,77
195115,t_9,9,39,math,g11,0,77
195126,t_9,10,39,math,g11,0,77
195137,t_9,8,40,math,g11,0,77
195148,t_9,9,40,math,g11,0,77
195159,t_9,10,40,math,g11,0,77
195170,t_9,8,41,math,g11,0,77
195181,t_9,9,41,math,g11,0,77
195192,t_9,10,41,math,g11,0,77
195203,t_9,5,7,math,g12,0,77
195214,t_9,6,7,math,g12,0,77
195225,t_9,7,7,math,g12,0,77
195236,t_9,8,7,math,g12,0,77
195247,t_9,9,7,math,g12,0,77
195258,t_9,10,7,math,g12,0,77
195269,t_9,7,9,math,g12,0,77
195280,t_9,8,9,math,g12,0,77
195291,t_9,9,9,math,g12,0,77
195302,t_9,10,9,math,g12,0,77
195313,t_9,9,10,math,g12,0,77
195324,t_9,10,10,math,g12,0,77
195335,t_9,5,11,math,g12,0,77
195346,t_9,6,11,math,g12,0,77
195357,t_9,7,11,math,g12,0,77
195368,t_9,8,11,math,g12,0,77
195379,t_9,9,11,math,g12,0,77
195390,t_9,10,11,math,g12,0,77
195401,t_9,9,13,math,g12,0,77
195412,t_9,10,13,math,g12,0,77
195423,t_9,5,14,math,g12,0,77
195434,t_9,6,14,math,g12,0,77
195445,t_9,7,14,math,g12,0,77
195456,t_9,8,14,math,g12,0,77
195467,t_9,9,14,math,g12,0,77
195478,t_9,10,14,math,g12,0,77
195489,t_9,5,16,math,g12,0,77
195500,t_9,6,16,math,g12,0,77
195511,t_9,7,16,math,g12,0,77
195522,t_9,8,16,math,g12,0,77
195533,t_9,9,16,math,g12,0,77
195544,t_9,10,16,math,g12,0,77
195555,t_9,5,17,math,g12,0,77
195566,t_9,6,17,math,g12,0,77
195577,t_9,7,17,math,g12,0,77
195588,t_9,8,17,math,g12,0,77
195599,t_9,9,17,math,g12,0,77
195610,t_9,10,17,math,g12,0,77
195621,t_9,5,22,math,g12,0,77
195632,t_9,6,22,math,g12,0,77
195643,t_9,7,22,math,g12,0,77
195654,t_9,8,22,math,g12,0,77
195665,t_9,5,23,math,g12,0,77
195676,t_9,6,23,math,g12,0,77
195687,t_9,7,23,math,g12,0,77
195698,t_9,8,23,math,g12,0,77
195709,t_9,9,23,math,g12,0,77
195720,t_9,10,23,math,g12,0,77
195731,t_9,5,24,math,g12,0,77
195742,t_9,6,24,math,g12,0,77
195753,t_9,7,24,math,g12,0,77
195764,t_9,8,24,math,g12,0,77
195775,t_9,9,24,math,g12,0,77
195786,t_9,10,24,math,g12,0,77
195797,t_9,5,32,math,g12,0,77
195808,t_9,6,32,math,g12,0,77
195819,t_9,7,32,math,g12,0,77
195830,t_9,8,32,math,g12,0,77
195841,t_9,9,32,math,g12,0,77
195852,t_9,10,32,math,g12,0,77
195863,t_9,5,33,math,g12,0,77
195874,t_9,6,33,math,g12,0,77
195885,t_9,7,33,math,g12,0,77
195896,t_9,8,33,math,g12,0,77
195907,t_9,9,33,math,g12,0,77
195918,t_9,10,33,math,g12,0,77
195929,t_9,5,34,math,g12,0,77
195940,t_9,6,34,math,g12,0,77
195951,t_9,7,34,math,g12,0,77
195962,t_9,8,34,math,g12,0,77
195973,t_9,9,34,math,g12,0,77
195984,t_9,10,34,math,g12,0,77
195995,t_9,5,35,math,g12,0,77
196006,t_9,6,35,math,g12,0,77
196017,t_9,7,35,math,g12,0,77
196028,t_9,8,35,math,g12,0,77
196039,t_9,9,35,math,g12,0,77
196050,t_9,10,35,math,g12,0,77
196061,t_9,5,37,math,g12,0,77
196072,t_9,6,37,math,g12,0,77
196083,t_9,7,37,math,g12,0,77
196094,t_9,8,37,math,g12,0,77
196105,t_9,9,37,math,g12,0,77
196116,t_9,10,37,math,g12,0,77
196127,t_9,8,38,math,g12,0,77
196138,t_9,9,38,math,g12,0,77
196149,t_9,10,38,math,g12,0,77
196160,t_9,8,39,math,g12,0,77
196171,t_9,9,39,math,g12,0,77
196182,t_9,10,39,math,g12,0,77
196193,t_9,8,40,math,g12,0,77
196204,t_9,9,40,math,g12,0,77
196215,t_9,10,40,math,g12,0,77
196226,t_9,8,41,math,g12,0,77
196237,t_9,9,41,math,g12,0,77
196248,t_9,10,41,math,g12,0,77
196260,t_10,5,7,literature,g1,0,77
196271,t_10,6,7,literature,g1,0,77
196282,t_10,7,7,literature,g1,0,77
196293,t_10,8,7,literature,g1,0,77
196304,t_10,9,7,literature,g1,0,77
196315,t_10,10,7,literature,g1,0,77
196326,t_10,5,9,literature,g1,0,77
196337,t_10,6,9,literature,g1,0,77
196348,t_10,7,9,literature,g1,0,77
196359,t_10,8,9,literature,g1,0,77
196370,t_10,9,9,literature,g1,0,77
196381,t_10,10,9,literature,g1,0,77
196392,t_10,5,10,literature,g1,0,77
196403,t_10,6,10,literature,g1,0,77
196414,t_10,7,10,literature,g1,0,77
196425,t_10,8,10,literature,g1,0,77
196436,t_10,9,10,literature,g1,0,77
196447,t_10,10,10,literature,g1,0,77
196458,t_10,5,11,literature,g1,0,77
196469,t_10,6,11,literature,g1,0,77
196480,t_10,7,11,literature,g1,0,77
196491,t_10,8,11,literature,g1,0,77
196502,t_10,9,11,literature,g1,0,77
196513,t_10,10,11,literature,g1,0,77
196524,t_10,5,13,literature,g1,0,77
196535,t_10,6,13,literature,g1,0,77
196546,t_10,7,13,literature,g1,0,77
196557,t_10,8,13,literature,g1,0,77
196568,t_10,9,13,literature,g1,0,77
196579,t_10,10,13,literature,g1,0,77
196590,t_10,5,17,literature,g1,0,77
196601,t_10,6,17,literature,g1,0,77
196612,t_10,7,17,literature,g1,0,77
196623,t_10,8,17,literature,g1,0,77
196634,t_10,9,17,literature,g1,0,77
196645,t_10,10,17,literature,g1,0,77
196656,t_10,5,19,literature,g1,0,77
196667,t_10,6,19,literature,g1,0,77
196678,t_10,7,19,literature,g1,0,77
196689,t_10,8,19,literature,g1,0,77
196700,t_10,9,19,literature,g1,0,77
196711,t_10,10,19,literature,g1,0,77
196722,t_10,5,22,literature,g1,0,77
196733,t_10,6,22,literature,g1,0,77
196744,t_10,7,22,literature,g1,0,77
196755,t_10,8,22,literature,g1,0,77
196766,t_10,5,33,literature,g1,0,77
196777,t_10,6,33,literature,g1,0,77
196788,t_10,7,33,literature,g1,0,77
196799,t_10,8,33,literature,g1,0,77
196810,t_10,9,33,literature,g1,0,77
196821,t_10,10,33,literature,g1,0,77
196832,t_10,5,35,literature,g1,0,77
196843,t_10,6,35,literature,g1,0,77
196854,t_10,7,35,literature,g1,0,77
196865,t_10,8,35,literature,g1,0,77
196876,t_10,9,35,literature,g1,0,77
196887,t_10,10,35,literature,g1,0,77
196898,t_10,5,7,literature,g2,0,77
196909,t_10,6,7,literature,g2,0,77
196920,t_10,7,7,literature,g2,0,77
196931,t_10,8,7,literature,g2,0,77
196942,t_10,9,7,literature,g2,0,77
196953,t_10,10,7,literature,g2,0,77
196964,t_10,5,9,literature,g2,0,77
196975,t_10,6,9,literature,g2,0,77
196986,t_10,7,9,literature,g2,0,77
196997,t_10,8,9,literature,g2,0,77
197008,t_10,9,9,literature,g2,0,77
197019,t_10,10,9,literature,g2,0,77
197030,t_10,5,10,literature,g2,0,77
197041,t_10,6,10,literature,g2,0,77
197052,t_10,7,10,literature,g2,0,77
197063,t_10,8,10,literature,g2,0,77
197074,t_10,9,10,literature,g2,0,77
197085,t_10,10,10,literature,g2,0,77
197096,t_10,5,11,literature,g2,0,77
197107,t_10,6,11,literature,g2,0,77
197118,t_10,7,11,literature,g2,0,77
197129,t_10,8,11,literature,g2,0,77
197140,t_10,9,11,literature,g2,0,77
197151,t_10,10,11,literature,g2,0,77
197162,t_10,5,13,literature,g2,0,77
197173,t_10,6,13,literature,g2,0,77
197184,t_10,7,13,literature,g2,0,77
197195,t_10,8,13,literature,g2,0,77
197206,t_10,9,13,literature,g2,0,77
197217,t_10,10,13,literature,g2,0,77
197228,t_10,5,17,literature,g2,0,77
197239,t_10,6,17,literature,g2,0,77
197250,t_10,7,17,literature,g2,0,77
197261,t_10,8,17,literature,g2,0,77
197272,t_10,9,17,literature,g2,0,77
197283,t_10,10,17,literature,g2,0,77
197294,t_10,5,19,literature,g2,0,77
197305,t_10,6,19,literature,g2,0,77
197316,t_10,7,19,literature,g2,0,77
197327,t_10,8,19,literature,g2,0,77
197338,t_10,9,19,literature,g2,0,77
197349,t_10,10,19,literature,g2,0,77
197360,t_10,5,22,literature,g2,0,77
197371,t_10,6,22,literature,g2,0,77
197382,t_10,7,22,literature,g2,0,77
197393,t_10,8,22,literature,g2,0,77
197404,t_10,5,33,literature,g2,0,77
197415,t_10,6,33,literature,g2,0,77
197426,t_10,7,33,literature,g2,0,77
197437,t_10,8,33,literature,g2,0,77
197448,t_10,9,33,literature,g2,0,77
197459,t_10,10,33,literature,g2,0,77
197470,t_10,5,35,literature,g2,0,77
197481,t_10,6,35,literature,g2,0,77
197492,t_10,7,35,literature,g2,0,77
197503,t_10,8,35,literature,g2,0,77
197514,t_10,9,35,literature,g2,0,77
197525,t_10,10,35,literature,g2,0,77
197536,t_10,5,7,literature,g3,0,77
197547,t_10,6,7,literature,g3,0,77
197558,t_10,7,7,literature,g3,0,77
197569,t_10,8,7,literature,g3,0,77
197580,t_10,9,7,literature,g3,0,77
197591,t_10,10,7,literature,g3,0,77
197602,t_10,5,9,literature,g3,0,77
197613,t_10,6,9,literature,g3,0,77
197624,t_10,7,9,literature,g3,0,77
197635,t_10,8,9,literature,g3,0,77
197646,t_10,9,9,literature,g3,0,77
197657,t_10,10,9,literature,g3,0,77
197668,t_10,5,10,literature,g3,0,77
197679,t_10,6,10,literature,g3,0,77
197690,t_10,7,10,literature,g3,0,77
197701,t_10,8,10,literature,g3,0,77
197712,t_10,9,10,literature,g3,0,77
197723,t_10,10,10,literature,g3,0,77
197734,t_10,5,11,literature,g3,0,77
197745,t_10,6,11,literature,g3,0,77
197756,t_10,7,11,literature,g3,0,77
197767,t_10,8,11,literature,g3,0,77
197778,t_10,9,11,literature,g3,0,77
197789,t_10,10,11,literature,g3,0,77
197800,t_10,5,13,literature,g3,0,77
197811,t_10,6,13,literature,g3,0,77
197822,t_10,7,13,literature,g3,0,77
197833,t_10,8,13,literature,g3,0,77
197844,t_10,9,13,literature,g3,0,77
197855,t_10,10,13,literature,g3,0,77
197866,t_10,5,17,literature,g3,0,77
197877,t_10,6,17,literature,g3,0,77
197888,t_10,7,17,literature,g3,0,77
197899,t_10,8,17,literature,g3,0,77
197910,t_10,9,17,literature,g3,0,77
197921,t_10,10,17,literature,g3,0,77
197932,t_10,5,19,literature,g3,0,77
197943,t_10,6,19,literature,g3,0,77
197954,t_10,7,19,literature,g3,0,77
197965,t_10,8,19,literature,g3,0,77
197976,t_10,9,19,literature,g3,0,77
197987,t_10,10,19,literature,g3,0,77
197998,t_10,5,22,literature,g3,0,77
198009,t_10,6,22,literature,g3,0,77
198020,t_10,7,22,literature,g3,0,77
198031,t_10,8,22,literature,g3,0,77
198042,t_10,5,33,literature,g3,0,77
198053,t_10,6,33,literature,g3,0,77
198064,t_10,7,33,literature,g3,0,77
198075,t_10,8,33,literature,g3,0,77
198086,t_10,9,33,literature,g3,0,77
198097,t_10,10,33,literature,g3,0,77
198108,t_10,5,35,literature,g3,0,77
198119,t_10,6,35,literature,g3,0,77
198130,t_10,7,35,literature,g3,0,77
198141,t_10,8,35,literature,g3,0,77
198152,t_10,9,35,literature,g3,0,77
198163,t_10,10,35,literature,g3,0,77
198174,t_10,5,7,literature,g4,0,77
198185,t_10,6,7,literature,g4,0,77
198196,t_10,7,7,literature,g4,0,77
198207,t_10,8,7,literature,g4,0,77
198218,t_10,9,7,literature,g4,0,77
198229,t_10,10,7,literature,g4,0,77
198240,t_10,5,9,literature,g4,0,77
198251,t_10,6,9,literature,g4,0,77
198262,t_10,7,9,literature,g4,0,77
198273,t_10,8,9,literature,g4,0,77
198284,t_10,9,9,literature,g4,0,77
198295,t_10,10,9,literature,g4,0,77
198306,t_10,5,10,literature,g4,0,77
198317,t_10,6,10,literature,g4,0,77
198328,t_10,7,10,literature,g4,0,77
198339,t_10,8,10,literature,g4,0,77
198350,t_10,9,10,literature,g4,0,77
198361,t_10,10,10,literature,g4,0,77
198372,t_10,5,11,literature,g4,0,77
198383,t_10,6,11,literature,g4,0,77
198394,t_10,7,11,literature,g4,0,77
198405,t_10,8,11,literature,g4,0,77
198416,t_10,9,11,literature,g4,0,77
198427,t_10,10,11,literature,g4,0,77
198438,t_10,5,13,literature,g4,0,77
198449,t_10,6,13,literature,g4,0,77
198460,t_10,7,13,literature,g4,0,77
198471,t_10,8,13,literature,g4,0,77
198482,t_10,9,13,literature,g4,0,77
198493,t_10,10,13,literature,g4,0,77
198504,t_10,5,17,literature,g4,0,77
198515,t_10,6,17,literature,g4,0,77
198526,t_10,7,17,literature,g4,0,77
198537,t_10,8,17,literature,g4,0,77
198548,t_10,9,17,literature,g4,0,77
198559,t_10,10,17,literature,g4,0,77
198570,t_10,5,19,literature,g4,0,77
198581,t_10,6,19,literature,g4,0,77
198592,t_10,7,19,literature,g4,0,77
198603,t_10,8,19,literature,g4,0,77
198614,t_10,9,19,literature,g4,0,77
198625,t_10,10,19,literature,g4,0,77
198636,t_10,5,22,literature,g4,0,77
198647,t_10,6,22,literature,g4,0,77
198658,t_10,7,22,literature,g4,0,77
198669,t_10,8,22,literature,g4,0,77
198680,t_10,5,33,literature,g4,0,77
198691,t_10,6,33,literature,g4,0,77
198702,t_10,7,33,literature,g4,0,77
198713,t_10,8,33,literature,g4,0,77
198724,t_10,9,33,literature,g4,0,77
198735,t_10,10,33,literature,g4,0,77
198746,t_10,5,35,literature,g4,0,77
198757,t_10,6,35,literature,g4,0,77
198768,t_10,7,35,literature,g4,0,77
198779,t_10,8,35,literature,g4,0,77
198790,t_10,9,35,literature,g4,0,77
198801,t_10,10,35,literature,g4,0,77
198812,t_10,5,7,literature,g5,0,77
198823,t_10,6,7,literature,g5,0,77
198834,t_10,7,7,literature,g5,0,77
198845,t_10,8,7,literature,g5,0,77
198856,t_10,9,7,literature,g5,0,77
198867,t_10,10,7,literature,g5,0,77
198878,t_10,5,9,literature,g5,0,77
198889,t_10,6,9,literature,g5,0,77
198900,t_10,7,9,literature,g5,0,77
198911,t_10,8,9,literature,g5,0,77
198922,t_10,9,9,literature,g5,0,77
198933,t_10,10,9,literature,g5,0,77
198944,t_10,5,10,literature,g5,0,77
198955,t_10,6,10,literature,g5,0,77
198966,t_10,7,10,literature,g5,0,77
198977,t_10,8,10,literature,g5,0,77
198988,t_10,9,10,literature,g5,0,77
198999,t_10,10,10,literature,g5,0,77
199010,t_10,5,11,literature,g5,0,77
199021,t_10,6,11,literature,g5,0,77
199032,t_10,7,11,literature,g5,0,77
199043,t_10,8,11,literature,g5,0,77
199054,t_10,9,11,literature,g5,0,77
199065,t_10,10,11,literature,g5,0,77
199076,t_10,5,13,literature,g5,0,77
199087,t_10,6,13,literature,g5,0,77
199098,t_10,7,13,literature,g5,0,77
199109,t_10,8,13,literature,g5,0,77
199120,t_10,9,13,literature,g5,0,77
199131,t_10,10,13,literature,g5,0,77
199142,t_10,5,17,literature,g5,0,77
199153,t_10,6,17,literature,g5,0,77
199164,t_10,7,17,literature,g5,0,77
199175,t_10,8,17,literature,g5,0,77
199186,t_10,9,17,literature,g5,0,77
199197,t_10,10,17,literature,g5,0,77
199208,t_10,5,19,literature,g5,0,77
199219,t_10,6,19,literature,g5,0,77
199230,t_10,7,19,literature,g5,0,77
199241,t_10,8,19,literature,g5,0,77
199252,t_10,9,19,literature,g5,0,77
199263,t_10,10,19,literature,g5,0,77
199274,t_10,5,22,literature,g5,0,77
199285,t_10,6,22,literature,g5,0,77
199296,t_10,7,22,literature,g5,0,77
199307,t_10,8,22,literature,g5,0,77
199318,t_10,5,33,literature,g5,0,77
199329,t_10,6,33,literature,g5,0,77
199340,t_10,7,33,literature,g5,0,77
199351,t_10,8,33,literature,g5,0,77
199362,t_10,9,33,literature,g5,0,77
199373,t_10,10,33,literature,g5,0,77
199384,t_10,5,35,literature,g5,0,77
199395,t_10,6,35,literature,g5,0,77
199406,t_10,7,35,literature,g5,0,77
199417,t_10,8,35,literature,g5,0,77
199428,t_10,9,35,literature,g5,0,77
199439,t_10,10,35,literature,g5,0,77
199450,t_10,5,7,math,g1,0,77
199461,t_10,6,7,math,g1,0,77
199472,t_10,7,7,math,g1,0,77
199483,t_10,8,7,math,g1,0,77
199494,t_10,9,7,math,g1,0,77
199505,t_10,10,7,math,g1,0,77
199516,t_10,5,9,math,g1,0,77
199527,t_10,6,9,math,g1,0,77
199538,t_10,7,9,math,g1,0,77
199549,t_10,8,9,math,g1,0,77
199560,t_10,9,9,math,g1,0,77
199571,t_10,10,9,math,g1,0,77
199582,t_10,5,10,math,g1,0,77
199593,t_10,6,10,math,g1,0,77
199604,t_10,7,10,math,g1,0,77
199615,t_10,8,10,math,g1,0,77
199626,t_10,9,10,math,g1,0,77
199637,t_10,10,10,math,g1,0,77
199648,t_10,5,11,math,g1,0,77
199659,t_10,6,11,math,g1,0,77
199670,t_10,7,11,math,g1,0,77
199681,t_10,8,11,math,g1,0,77
199692,t_10,9,11,math,g1,0,77
199703,t_10,10,11,math,g1,0,77
199714,t_10,5,13,math,g1,0,77
199725,t_10,6,13,math,g1,0,77
199736,t_10,7,13,math,g1,0,77
199747,t_10,8,13,math,g1,0,77
199758,t_10,9,13,math,g1,0,77
199769,t_10,10,13,math,g1,0,77
199780,t_10,5,17,math,g1,0,77
199791,t_10,6,17,math,g1,0,77
199802,t_10,7,17,math,g1,0,77
199813,t_10,8,17,math,g1,0,77
199824,t_10,9,17,math,g1,0,77
199835,t_10,10,17,math,g1,0,77
199846,t_10,5,19,math,g1,0,77
199857,t_10,6,19,math,g1,0,77
199868,t_10,7,19,math,g1,0,77
199879,t_10,8,19,math,g1,0,77
199890,t_10,9,19,math,g1,0,77
199901,t_10,10,19,math,g1,0,77
199912,t_10,5,22,math,g1,0,77
199923,t_10,6,22,math,g1,0,77
199934,t_10,7,22,math,g1,0,77
199945,t_10,8,22,math,g1,0,77
199956,t_10,5,33,math,g1,0,77
199967,t_10,6,33,math,g1,0,77
199978,t_10,7,33,math,g1,0,77
199989,t_10,8,33,math,g1,0,77
200000,t_10,9,33,math,g1,0,77
200011,t_10,10,33,math,g1,0,77
200022,t_10,5,35,math,g1,0,77
200033,t_10,6,35,math,g1,0,77
200044,t_10,7,35,math,g1,0,77
200055,t_10,8,35,math,g1,0,77
200066,t_10,9,35,math,g1,0,77
200077,t_10,10,35,math,g1,0,77
200088,t_10,5,7,math,g2,0,77
200099,t_10,6,7,math,g2,0,77
200110,t_10,7,7,math,g2,0,77
200121,t_10,8,7,math,g2,0,77
200132,t_10,9,7,math,g2,0,77
200143,t_10,10,7,math,g2,0,77
200154,t_10,5,9,math,g2,0,77
200165,t_10,6,9,math,g2,0,77
200176,t_10,7,9,math,g2,0,77
200187,t_10,8,9,math,g2,0,77
200198,t_10,9,9,math,g2,0,77
200209,t_10,10,9,math,g2,0,77
200220,t_10,5,10,math,g2,0,77
200231,t_10,6,10,math,g2,0,77
200242,t_10,7,10,math,g2,0,77
200253,t_10,8,10,math,g2,0,77
200264,t_10,9,10,math,g2,0,77
200275,t_10,10,10,math,g2,0,77
200286,t_10,5,11,math,g2,0,77
200297,t_10,6,11,math,g2,0,77
200308,t_10,7,11,math,g2,0,77
200319,t_10,8,11,math,g2,0,77
200330,t_10,9,11,math,g2,0,77
200341,t_10,10,11,math,g2,0,77
200352,t_10,5,13,math,g2,0,77
200363,t_10,6,13,math,g2,0,77
200374,t_10,7,13,math,g2,0,77
200385,t_10,8,13,math,g2,0,77
200396,t_10,9,13,math,g2,0,77
200407,t_10,10,13,math,g2,0,77
200418,t_10,5,17,math,g2,0,77
200429,t_10,6,17,math,g2,0,77
200440,t_10,7,17,math,g2,0,77
200451,t_10,8,17,math,g2,0,77
200462,t_10,9,17,math,g2,0,77
200473,t_10,10,17,math,g2,0,77
200484,t_10,5,19,math,g2,0,77
200495,t_10,6,19,math,g2,0,77
200506,t_10,7,19,math,g2,0,77
200517,t_10,8,19,math,g2,0,77
200528,t_10,9,19,math,g2,0,77
200539,t_10,10,19,math,g2,0,77
200550,t_10,5,22,math,g2,0,77
200561,t_10,6,22,math,g2,0,77
200572,t_10,7,22,math,g2,0,77
200583,t_10,8,22,math,g2,0,77
200594,t_10,5,33,math,g2,0,77
200605,t_10,6,33,math,g2,0,77
200616,t_10,7,33,math,g2,0,77
200627,t_10,8,33,math,g2,0,77
200638,t_10,9,33,math,g2,0,77
200649,t_10,10,33,math,g2,0,77
200660,t_10,5,35,math,g2,0,77
200671,t_10,6,35,math,g2,0,77
200682,t_10,7,35,math,g2,0,77
200693,t_10,8,35,math,g2,0,77
200704,t_10,9,35,math,g2,0,77
200715,t_10,10,35,math,g2,0,77
200726,t_10,5,7,math,g3,0,77
200737,t_10,6,7,math,g3,0,77
200748,t_10,7,7,math,g3,0,77
200759,t_10,8,7,math,g3,0,77
200770,t_10,9,7,math,g3,0,77
200781,t_10,10,7,math,g3,0,77
200792,t_10,5,9,math,g3,0,77
200803,t_10,6,9,math,g3,0,77
200814,t_10,7,9,math,g3,0,77
200825,t_10,8,9,math,g3,0,77
200836,t_10,9,9,math,g3,0,77
200847,t_10,10,9,math,g3,0,77
200858,t_10,5,10,math,g3,0,77
200869,t_10,6,10,math,g3,0,77
200880,t_10,7,10,math,g3,0,77
200891,t_10,8,10,math,g3,0,77
200902,t_10,9,10,math,g3,0,77
200913,t_10,10,10,math,g3,0,77
200924,t_10,5,11,math,g3,0,77
200935,t_10,6,11,math,g3,0,77
200946,t_10,7,11,math,g3,0,77
200957,t_10,8,11,math,g3,0,77
200968,t_10,9,11,math,g3,0,77
200979,t_10,10,11,math,g3,0,77
200990,t_10,5,13,math,g3,0,77
201001,t_10,6,13,math,g3,0,77
201012,t_10,7,13,math,g3,0,77
201023,t_10,8,13,math,g3,0,77
201034,t_10,9,13,math,g3,0,77
201045,t_10,10,13,math,g3,0,77
201056,t_10,5,17,math,g3,0,77
201067,t_10,6,17,math,g3,0,77
201078,t_10,7,17,math,g3,0,77
201089,t_10,8,17,math,g3,0,77
201100,t_10,9,17,math,g3,0,77
201111,t_10,10,17,math,g3,0,77
201122,t_10,5,19,math,g3,0,77
201133,t_10,6,19,math,g3,0,77
201144,t_10,7,19,math,g3,0,77
201155,t_10,8,19,math,g3,0,77
201166,t_10,9,19,math,g3,0,77
201177,t_10,10,19,math,g3,0,77
201188,t_10,5,22,math,g3,0,77
201199,t_10,6,22,math,g3,0,77
201210,t_10,7,22,math,g3,0,77
201221,t_10,8,22,math,g3,0,77
201232,t_10,5,33,math,g3,0,77
201243,t_10,6,33,math,g3,0,77
201254,t_10,7,33,math,g3,0,77
201265,t_10,8,33,math,g3,0,77
201276,t_10,9,33,math,g3,0,77
201287,t_10,10,33,math,g3,0,77
201298,t_10,5,35,math,g3,0,77
201309,t_10,6,35,math,g3,0,77
201320,t_10,7,35,math,g3,0,77
201331,t_10,8,35,math,g3,0,77
201342,t_10,9,35,math,g3,0,77
201353,t_10,10,35,math,g3,0,77
201364,t_10,5,7,math,g4,0,77
201375,t_10,6,7,math,g4,0,77
201386,t_10,7,7,math,g4,0,77
201397,t_10,8,7,math,g4,0,77
201408,t_10,9,7,math,g4,0,77
201419,t_10,10,7,math,g4,0,77
201430,t_10,5,9,math,g4,0,77
201441,t_10,6,9,math,g4,0,77
201452,t_10,7,9,math,g4,0,77
201463,t_10,8,9,math,g4,0,77
201474,t_10,9,9,math,g4,0,77
201485,t_10,10,9,math,g4,0,77
201496,t_10,5,10,math,g4,0,77
201507,t_10,6,10,math,g4,0,77
201518,t_10,7,10,math,g4,0,77
201529,t_10,8,10,math,g4,0,77
